PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
HIP 8541 b                    ,  5.500,       ,   1560.2,0.160,293.9,  0.0,  0.0, 484.9, 407.8, 412.6, 347.0,  4.006,  5.074,  9.311,  9.820
HIP 91258 b                   ,  1.090,       ,      5.1,0.020, 90.0,  0.0,  0.0,1231.1,1035.2,1206.7,1014.7,  0.619,  0.784,  1.393,  1.469
HIP 97233 b                   , 20.000,       ,   1058.8,0.610,249.3, 21.7, 55.9, 664.2, 558.6, 326.9, 274.9,  3.130,  3.964,  7.168,  7.561
HR 5183 b                     ,  3.230,       ,  27000.0,0.840,340.0,  0.0,  0.0, 242.1, 203.6,  71.4,  60.0,  1.154,  1.462,  2.576,  2.717
HR 810 b                      ,  2.270,       ,    302.8,0.140, 90.0,  0.0, 48.5, 422.6, 355.3, 367.0, 308.6,  0.944,  1.195,  2.089,  2.204
HR 858 b                      ,       ,  0.186,      3.6,0.300, 90.0,  0.0,  0.0,2237.2,1881.3,1641.7,1380.5,  1.121,  1.420,  2.480,  2.616
HR 858 c                      ,       ,  0.173,      6.0,0.190, 90.0,  0.0,  0.0,1755.1,1475.9,1448.0,1217.6,  1.121,  1.420,  2.480,  2.616
HR 858 d                      ,       ,  0.193,     11.2,0.280, 90.0,  0.0,  0.0,1508.1,1268.2,1131.1, 951.1,  1.121,  1.420,  2.480,  2.616
iot Dra b                     ,  8.820,       ,    511.1,0.712, 91.6,  0.0,  0.0,1250.3,1051.4, 512.4, 430.9,  4.174,  5.287,  9.763, 10.298
K2-100 b                      ,       ,  0.320,      1.7,0.000, 90.0,  0.0,  0.0,2270.4,1909.2,2270.4,1909.2,  1.019,  1.291,  2.256,  2.380
K2-101 b                      ,       ,  0.178,     14.7,0.100,  0.0,  0.0,  0.0, 751.2, 631.6, 679.5, 571.3,  0.398,  0.504,  0.919,  0.970
K2-102 b                      ,       ,  0.116,      9.9,0.100,359.0,  0.0,  0.0, 831.3, 699.1, 752.0, 632.3,  0.373,  0.472,  0.865,  0.912
K2-104 b                      ,       ,  0.175,      2.0,0.090,  6.2,  0.0,  0.0, 983.9, 827.3, 899.0, 755.9,  0.151,  0.191,  0.371,  0.391
K2-105 b                      ,       ,  0.301,      8.3,0.000, 90.0,  0.0,  0.0,1059.3, 890.7,1059.3, 890.7,  0.622,  0.788,  1.403,  1.480
K2-107 b                      ,       ,  1.426,      3.3,0.000, 90.0,  0.0,  0.0,2145.2,1803.9,2145.2,1803.9,  1.470,  1.862,  3.260,  3.439
K2-108 b                      ,       ,  0.476,      4.7,0.000, 90.0,  0.0,  0.0,1766.9,1485.8,1766.9,1485.8,  1.254,  1.588,  2.815,  2.969
K2-10 b                       ,  0.085,  0.343,     19.3,0.310, 90.0,  0.0,  0.0,1037.6, 872.5, 753.1, 633.2,  0.703,  0.890,  1.576,  1.663
K2-110 b                      ,       ,  0.228,     13.9,0.000, 90.0,  0.0,  0.0, 746.2, 627.5, 746.2, 627.5,  0.409,  0.518,  0.940,  0.991
K2-111 b                      ,  0.017,  0.162,      5.4,0.130,290.7,  0.0,  0.0,1662.4,1397.9,1458.7,1226.6,  0.938,  1.188,  2.094,  2.209
K2-111 c                      ,  0.036,       ,     15.7,0.070,280.4,  0.0,  0.0,1124.2, 945.3,1048.1, 881.3,  0.938,  1.188,  2.094,  2.209
K2-113 b                      ,       ,  1.083,      5.8,0.000, 90.0,  0.0,  0.0,1426.2,1199.3,1426.2,1199.3,  0.900,  1.139,  2.016,  2.126
K2-114 b                      ,       ,  0.952,     11.4,0.000, 90.0,  0.0,  0.0, 858.2, 721.6, 858.2, 721.6,  0.501,  0.634,  1.145,  1.208
K2-115 b                      ,       ,  1.076,     20.3,0.000, 90.0,  0.0,  0.0, 804.6, 676.6, 804.6, 676.6,  0.638,  0.808,  1.430,  1.508
K2-116 b                      ,       ,  0.062,      4.7,0.060,336.6,  0.0,  0.0, 960.7, 807.9, 904.7, 760.8,  0.305,  0.386,  0.720,  0.759
K2-117 b                      ,       ,  0.181,      1.3,0.000, 90.0,  0.0,  0.0,1125.2, 946.2,1125.2, 946.2,  0.178,  0.225,  0.431,  0.455
K2-117 c                      ,       ,  0.184,      5.4,0.000, 90.0,  0.0,  0.0, 697.4, 586.5, 697.4, 586.5,  0.178,  0.225,  0.431,  0.455
K2-118 b                      ,       ,  0.227,     50.9,0.200, 58.7,  0.0,  0.0, 523.0, 439.8, 427.0, 359.1,  0.387,  0.491,  0.898,  0.947
K2-119 b                      ,       ,  0.226,      7.7,0.000, 90.0,  0.0,  0.0, 866.8, 728.9, 866.8, 728.9,  0.379,  0.480,  0.878,  0.926
K2-11 b                       ,       ,  0.674,     39.9,0.000, 90.0,  0.0,  0.0,1488.0,1251.3,1488.0,1251.3,  3.488,  4.418,  7.871,  8.302
K2-120 b                      ,       ,  0.179,      9.6,0.140,278.8,  0.0,  0.0, 788.2, 662.8, 684.6, 575.7,  0.305,  0.387,  0.720,  0.760
K2-121 b                      ,       ,  0.669,      5.2,0.000, 90.0,  0.0,  0.0, 939.1, 789.7, 939.1, 789.7,  0.337,  0.427,  0.787,  0.830
K2-122 b                      ,       ,  0.108,      2.2,0.000, 90.0,  0.0,  0.0,1059.4, 890.9,1059.4, 890.9,  0.236,  0.299,  0.566,  0.597
K2-123 b                      ,       ,  0.246,     31.0,0.000, 90.0,  0.0,  0.0, 437.6, 368.0, 437.6, 368.0,  0.233,  0.295,  0.559,  0.589
K2-124 b                      ,       ,  0.259,      6.4,0.000, 90.0,  0.0,  0.0, 577.5, 485.6, 577.5, 485.6,  0.122,  0.154,  0.298,  0.315
K2-125 b                      ,       ,  0.194,     21.8,0.080,356.3,  0.0,  2.9, 397.2, 334.0, 366.6, 308.3,  0.131,  0.165,  0.319,  0.336
K2-126 b                      ,       ,  0.176,      7.4,0.000, 90.0,  0.0,  0.0, 783.1, 658.5, 783.1, 658.5,  0.295,  0.373,  0.696,  0.734
K2-127 b                      ,       ,  0.747,      3.6,0.000, 90.0,  0.0,  0.0,1051.2, 883.9,1051.2, 883.9,  0.330,  0.418,  0.771,  0.813
K2-128 b                      ,       ,  0.127,      5.7,0.230, 62.5,  0.0,  0.0,1089.9, 916.5, 862.4, 725.2,  0.374,  0.473,  0.877,  0.925
K2-129 b                      ,       ,  0.093,      8.2,0.130, 39.9,  0.0,  0.0, 534.4, 449.4, 468.9, 394.3,  0.106,  0.134,  0.260,  0.275
K2-12 b                       ,       ,  0.208,      8.3,0.000, 90.0,  0.0,  0.0,1180.1, 992.4,1180.1, 992.4,  0.763,  0.966,  1.703,  1.797
K2-130 b                      ,       ,  0.112,      2.5,0.170, 49.8,  0.0,  0.0,1318.5,1108.7,1110.5, 933.8,  0.338,  0.428,  0.797,  0.841
K2-131 b                      ,       ,  0.152,      0.4,0.000, 90.0,  0.0,  0.0,2672.0,2246.9,2672.0,2246.9,  0.478,  0.606,  1.086,  1.146
K2-132 b                      ,  0.490,  1.300,      9.2,0.000, 90.0,  0.0,  0.0,1835.6,1543.5,1835.6,1543.5,  2.132,  2.701,  4.920,  5.189
K2-133 b                      ,       ,  0.120,      3.1,0.000, 90.0,  0.0,  0.0, 791.1, 665.2, 791.1, 665.2,  0.149,  0.188,  0.363,  0.383
K2-133 c                      ,       ,  0.143,      4.9,0.000, 90.0,  0.0,  0.0, 678.6, 570.6, 678.6, 570.6,  0.149,  0.188,  0.363,  0.383
K2-133 d                      ,       ,  0.179,     11.0,0.000, 90.0,  0.0,  0.0, 516.7, 434.5, 516.7, 434.5,  0.149,  0.188,  0.363,  0.383
K2-133 e                      ,       ,  0.154,     26.6,0.000, 90.0,  0.0,  0.0, 385.4, 324.0, 385.4, 324.0,  0.149,  0.188,  0.363,  0.383
K2-136 b                      ,       ,  0.088,      8.0,0.100, 12.0,  0.0,  0.0, 834.5, 701.7, 754.8, 634.7,  0.323,  0.409,  0.756,  0.798
K2-136 c                      ,       ,  0.260,     17.3,0.130, 24.0,  0.0,  0.0, 655.6, 551.3, 575.2, 483.7,  0.323,  0.409,  0.756,  0.798
K2-136 d                      ,       ,  0.129,     25.6,0.140,  2.0,  0.0,  0.0, 578.9, 486.8, 502.8, 422.8,  0.323,  0.409,  0.756,  0.798
K2-137 b                      ,  0.500,  0.079,      0.2,0.000, 90.0,  0.0,  0.0,1743.9,1466.4,1743.9,1466.4,  0.132,  0.167,  0.324,  0.341
K2-138 b                      ,  0.010,  0.135,      2.4,0.048,244.0,  0.0,  0.0,1586.5,1334.1,1512.1,1271.5,  0.569,  0.720,  1.286,  1.357
K2-138 c                      ,  0.020,  0.205,      3.6,0.045,200.0,  0.0,  0.0,1379.8,1160.3,1319.1,1109.2,  0.569,  0.720,  1.286,  1.357
K2-138 d                      ,  0.025,  0.213,      5.4,0.043, 83.0,  0.0,  0.0,1199.3,1008.5,1148.8, 966.0,  0.569,  0.720,  1.286,  1.357
K2-138 e                      ,  0.041,  0.302,      8.3,0.077,180.0,  0.0,  0.0,1060.1, 891.4, 981.4, 825.2,  0.569,  0.720,  1.286,  1.357
K2-138 f                      ,  0.005,  0.259,     12.8,0.062,144.0,  0.0,  0.0, 909.8, 765.0, 855.0, 719.0,  0.569,  0.720,  1.286,  1.357
K2-138 g                      ,  0.014,  0.269,     42.0,0.059,164.0,  0.0,  0.0, 610.7, 513.6, 575.7, 484.1,  0.569,  0.720,  1.286,  1.357
K2-139 b                      ,       ,  0.813,     28.4,0.000, 90.0,  0.0,  0.0, 681.5, 573.1, 681.5, 573.1,  0.584,  0.740,  1.321,  1.394
K2-13 b                       ,       ,  0.169,     39.9,0.000, 90.0,  0.0,  0.0, 627.5, 527.7, 627.5, 527.7,  0.572,  0.725,  1.281,  1.351
K2-140 b                      ,       ,  1.093,      6.6,0.000, 90.0,  0.0,  0.0,1241.7,1044.2,1241.7,1044.2,  0.728,  0.922,  1.629,  1.718
K2-141 b                      ,  0.016,  0.135,      0.3,0.000, 90.0,  0.0,  0.0,2487.4,2091.6,2487.4,2091.6,  0.336,  0.426,  0.784,  0.826
K2-141 c                      ,  0.023,  0.624,      7.7,0.000, 90.0,  0.0,  0.0, 822.7, 691.8, 822.7, 691.8,  0.336,  0.426,  0.784,  0.826
K2-146 b                      ,  0.018,  0.183,      2.6,0.129,296.0,  0.0,  0.0, 742.8, 624.7, 652.5, 548.7,  0.093,  0.118,  0.230,  0.242
K2-146 c                      ,  0.024,  0.195,      4.0,0.075,130.0,  0.0,  0.0, 627.7, 527.8, 582.3, 489.6,  0.093,  0.118,  0.230,  0.242
K2-147 b                      ,       ,  0.123,      1.0,0.000, 90.0,  0.0,  0.0,1248.6,1050.0,1248.6,1050.0,  0.184,  0.234,  0.450,  0.474
K2-148 b                      ,       ,  0.119,      4.4,0.000, 90.0,  0.0,  0.0, 876.2, 736.8, 876.2, 736.8,  0.257,  0.326,  0.615,  0.648
K2-148 c                      ,       ,  0.154,      6.9,0.000, 90.0,  0.0,  0.0, 752.2, 632.5, 752.2, 632.5,  0.257,  0.326,  0.615,  0.648
K2-148 d                      ,       ,  0.146,      9.8,0.000, 90.0,  0.0,  0.0, 671.1, 564.3, 671.1, 564.3,  0.257,  0.326,  0.615,  0.648
K2-149 b                      ,       ,  0.146,     11.3,0.000, 90.0,  0.0,  0.0, 540.9, 454.8, 540.9, 454.8,  0.180,  0.228,  0.438,  0.462
K2-14 b                       ,       ,  0.429,      8.4,0.000, 90.0,  0.0,  0.0, 582.0, 489.4, 582.0, 489.4,  0.158,  0.200,  0.382,  0.403
K2-150 b                      ,       ,  0.178,     10.6,0.000, 90.0,  0.0,  0.0, 493.3, 414.8, 493.3, 414.8,  0.132,  0.167,  0.324,  0.342
K2-151 b                      ,       ,  0.133,      3.8,0.000, 90.0,  0.0,  0.0, 735.9, 618.8, 735.9, 618.8,  0.150,  0.190,  0.366,  0.386
K2-152 b                      ,       ,  0.204,     32.6,0.000, 90.0,  0.0,  0.0, 437.2, 367.6, 437.2, 367.6,  0.242,  0.307,  0.580,  0.612
K2-153 b                      ,       ,  0.178,      7.5,0.000, 90.0,  0.0,  0.0, 647.7, 544.7, 647.7, 544.7,  0.191,  0.242,  0.462,  0.487
K2-154 b                      ,       ,  0.178,      3.7,0.000, 90.0,  0.0,  0.0, 926.5, 779.1, 926.5, 779.1,  0.256,  0.325,  0.612,  0.646
K2-154 c                      ,       ,  0.185,      8.0,0.000, 90.0,  0.0,  0.0, 716.6, 602.6, 716.6, 602.6,  0.256,  0.325,  0.612,  0.646
K2-155 b                      ,       ,  0.161,      6.3,0.000, 90.0,  0.0,  0.0, 784.3, 659.5, 784.3, 659.5,  0.254,  0.322,  0.602,  0.635
K2-155 c                      ,       ,  0.232,     13.9,0.000, 90.0,  0.0,  0.0, 604.5, 508.3, 604.5, 508.3,  0.254,  0.322,  0.602,  0.635
K2-155 d                      ,       ,  0.170,     40.7,0.000, 90.0,  0.0,  0.0, 422.5, 355.2, 422.5, 355.2,  0.254,  0.322,  0.602,  0.635
K2-156 b                      ,       ,  0.103,      0.8,0.000, 90.0,  0.0,  0.0,1754.2,1475.1,1754.2,1475.1,  0.333,  0.422,  0.777,  0.819
K2-157 b                      ,       ,  0.094,      0.4,0.000, 90.0,  0.0,  0.0,2965.0,2493.3,2965.0,2493.3,  0.600,  0.760,  1.354,  1.428
K2-158 b                      ,       ,  0.236,     10.1,0.000, 90.0,  0.0,  0.0,1032.6, 868.3,1032.6, 868.3,  0.657,  0.833,  1.480,  1.561
K2-158 c                      ,       ,  0.114,      5.9,0.000, 90.0,  0.0,  0.0,1233.1,1036.9,1233.1,1036.9,  0.657,  0.833,  1.480,  1.561
K2-159 b                      ,       ,  0.202,     12.4,0.000, 90.0,  0.0,  0.0, 890.4, 748.7, 890.4, 748.7,  0.561,  0.710,  1.266,  1.335
K2-15 b                       ,       ,  0.221,     11.8,0.000, 90.0,  0.0,  0.0, 804.2, 676.2, 804.2, 676.2,  0.417,  0.529,  0.952,  1.004
K2-160 b                      ,       ,  0.284,      3.7,0.000, 90.0,  0.0,  0.0,1432.0,1204.2,1432.0,1204.2,  0.658,  0.833,  1.475,  1.556
K2-161 b                      ,       ,  0.546,      9.3,0.000, 90.0,  0.0,  0.0,1557.0,1309.3,1557.0,1309.3,  1.493,  1.891,  3.426,  3.614
K2-162 b                      ,       ,  0.128,      9.5,0.000, 90.0,  0.0,  0.0, 817.9, 687.8, 817.9, 687.8,  0.382,  0.484,  0.882,  0.931
K2-163 b                      ,       ,  0.220,      6.7,0.000, 90.0,  0.0,  0.0, 966.5, 812.7, 966.5, 812.7,  0.436,  0.552,  1.002,  1.057
K2-164 b                      ,       ,  0.290,     17.4,0.000, 90.0,  0.0,  0.0,1322.7,1112.3,1322.7,1112.3,  1.658,  2.100,  3.702,  3.904
K2-165 b                      ,       ,  0.114,      2.4,0.000, 90.0,  0.0,  0.0,1473.7,1239.3,1473.7,1239.3,  0.500,  0.633,  1.138,  1.201
K2-165 c                      ,       ,  0.139,      4.4,0.000, 90.0,  0.0,  0.0,1198.1,1007.5,1198.1,1007.5,  0.500,  0.633,  1.138,  1.201
K2-165 d                      ,       ,  0.236,     14.1,0.000, 90.0,  0.0,  0.0, 811.6, 682.4, 811.6, 682.4,  0.500,  0.633,  1.138,  1.201
K2-167 b                      ,       ,  0.252,     10.0,0.000, 90.0,  0.0,  0.0,1516.6,1275.3,1516.6,1275.3,  1.425,  1.805,  3.173,  3.346
K2-168 b                      ,       ,  0.166,     15.9,0.000, 90.0,  0.0,  0.0, 835.5, 702.6, 835.5, 702.6,  0.574,  0.728,  1.293,  1.364
K2-169 b                      ,       ,  0.114,      6.4,0.000, 90.0,  0.0,  0.0,1177.9, 990.5,1177.9, 990.5,  0.645,  0.818,  1.451,  1.531
K2-170 b                      ,       ,  0.127,      7.6,0.000, 90.0,  0.0,  0.0,1195.5,1005.3,1195.5,1005.3,  0.729,  0.924,  1.631,  1.720
K2-170 c                      ,       ,  0.161,     12.4,0.000, 90.0,  0.0,  0.0,1014.5, 853.1,1014.5, 853.1,  0.729,  0.924,  1.631,  1.720
K2-171 b                      ,       ,  0.240,      5.6,0.000, 90.0,  0.0,  0.0,1617.6,1360.2,1617.6,1360.2,  1.099,  1.392,  2.495,  2.631
K2-172 b                      ,       ,  0.149,     14.3,0.000, 90.0,  0.0,  0.0, 887.4, 746.2, 887.4, 746.2,  0.614,  0.778,  1.380,  1.456
K2-172 c                      ,       ,  0.286,     29.6,0.000, 90.0,  0.0,  0.0, 696.4, 585.6, 696.4, 585.6,  0.614,  0.778,  1.380,  1.456
K2-173 b                      ,       ,  0.143,      5.9,0.000, 90.0,  0.0,  0.0,1187.1, 998.2,1187.1, 998.2,  0.595,  0.754,  1.337,  1.410
K2-174 b                      ,       ,  0.232,     19.6,0.000, 90.0,  0.0,  0.0, 593.4, 499.0, 593.4, 499.0,  0.324,  0.410,  0.760,  0.802
K2-175 b                      ,       ,  0.182,      9.5,0.000, 90.0,  0.0,  0.0,1342.0,1128.5,1342.0,1128.5,  1.106,  1.401,  2.462,  2.597
K2-176 b                      ,       ,  0.133,      5.3,0.000, 90.0,  0.0,  0.0,1193.4,1003.5,1193.4,1003.5,  0.582,  0.737,  1.312,  1.384
K2-177 b                      ,       ,  0.189,     14.2,0.000, 90.0,  0.0,  0.0,1094.7, 920.5,1094.7, 920.5,  0.983,  1.245,  2.181,  2.300
K2-178 b                      ,       ,  0.317,      8.7,0.000, 90.0,  0.0,  0.0,1045.7, 879.3,1045.7, 879.3,  0.620,  0.785,  1.395,  1.472
K2-179 b                      ,       ,  0.224,      5.2,0.000, 90.0,  0.0,  0.0,1078.0, 906.5,1078.0, 906.5,  0.454,  0.575,  1.040,  1.097
K2-17 b                       ,       ,  0.199,     18.0,0.000, 90.0,  0.0,  0.0, 583.3, 490.5, 583.3, 490.5,  0.297,  0.376,  0.701,  0.740
K2-180 b                      ,       ,  0.206,      8.9,0.000, 90.0,  0.0,  0.0, 949.9, 798.8, 949.9, 798.8,  0.476,  0.603,  1.077,  1.136
K2-181 b                      ,       ,  0.253,      6.9,0.000, 90.0,  0.0,  0.0,1251.8,1052.6,1251.8,1052.6,  0.764,  0.968,  1.716,  1.809
K2-182 b                      ,       ,  0.246,      4.7,0.000, 90.0,  0.0,  0.0,1151.6, 968.4,1151.6, 968.4,  0.497,  0.629,  1.132,  1.194
K2-183 b                      ,       ,  0.232,      0.5,0.000, 90.0,  0.0,  0.0,2901.7,2440.1,2901.7,2440.1,  0.675,  0.854,  1.518,  1.601
K2-183 c                      ,       ,  0.256,     10.8,0.000, 90.0,  0.0,  0.0,1020.9, 858.4,1020.9, 858.4,  0.675,  0.854,  1.518,  1.601
K2-183 d                      ,       ,  0.255,     22.6,0.000, 90.0,  0.0,  0.0, 797.5, 670.7, 797.5, 670.7,  0.675,  0.854,  1.518,  1.601
K2-184 b                      ,       ,  0.138,     17.0,0.000, 90.0,  0.0,  0.0, 754.0, 634.0, 754.0, 634.0,  0.493,  0.625,  1.121,  1.183
K2-185 b                      ,       ,  0.117,     10.6,0.000, 90.0,  0.0,  0.0,1021.3, 858.8,1021.3, 858.8,  0.672,  0.851,  1.504,  1.586
K2-186 b                      ,       ,  0.283,     41.5,0.000, 90.0,  0.0,  0.0, 675.7, 568.2, 675.7, 568.2,  0.737,  0.933,  1.646,  1.736
K2-187 b                      ,       ,  0.116,      0.8,0.000, 90.0,  0.0,  0.0,2355.0,1980.3,2355.0,1980.3,  0.633,  0.802,  1.426,  1.504
K2-187 c                      ,       ,  0.161,      2.9,0.000, 90.0,  0.0,  0.0,1523.3,1280.9,1523.3,1280.9,  0.633,  0.802,  1.426,  1.504
K2-187 d                      ,       ,  0.283,      7.1,0.000, 90.0,  0.0,  0.0,1124.0, 945.1,1124.0, 945.1,  0.633,  0.802,  1.426,  1.504
K2-187 e                      ,       ,  0.212,     13.6,0.000, 90.0,  0.0,  0.0, 906.9, 762.6, 906.9, 762.6,  0.633,  0.802,  1.426,  1.504
K2-188 b                      ,       ,  0.120,      1.7,0.000, 90.0,  0.0,  0.0,2199.1,1849.2,2199.1,1849.2,  0.944,  1.196,  2.099,  2.214
K2-188 c                      ,       ,  0.252,      7.8,0.000, 90.0,  0.0,  0.0,1334.3,1122.0,1334.3,1122.0,  0.944,  1.196,  2.099,  2.214
K2-189 b                      ,       ,  0.136,      2.6,0.000, 90.0,  0.0,  0.0,1553.4,1306.3,1553.4,1306.3,  0.605,  0.766,  1.362,  1.436
K2-189 c                      ,       ,  0.223,      6.7,0.000, 90.0,  0.0,  0.0,1131.9, 951.8,1131.9, 951.8,  0.605,  0.766,  1.362,  1.436
K2-18 b                       ,  0.028,  0.211,     32.9,0.200,354.3, 45.5, 83.1, 375.4, 315.6, 306.5, 257.7,  0.120,  0.152,  0.296,  0.312
K2-18 c                       ,  0.024,       ,      9.0,0.470, 90.0,  0.0,  0.0, 711.7, 598.5, 427.4, 359.4,  0.120,  0.152,  0.296,  0.312
K2-190 b                      ,       ,  0.121,     10.1,0.000, 90.0,  0.0,  0.0,1036.6, 871.7,1036.6, 871.7,  0.655,  0.829,  1.468,  1.548
K2-190 c                      ,       ,  0.098,     21.6,0.000, 90.0,  0.0,  0.0, 804.9, 676.8, 804.9, 676.8,  0.655,  0.829,  1.468,  1.548
K2-191 b                      ,       ,  0.141,      2.9,0.000, 90.0,  0.0,  0.0,1394.2,1172.4,1394.2,1172.4,  0.524,  0.663,  1.192,  1.257
K2-192 b                      ,       ,  0.136,      4.2,0.000, 90.0,  0.0,  0.0,1217.3,1023.7,1217.3,1023.7,  0.513,  0.649,  1.165,  1.229
K2-193 b                      ,       ,  0.352,     14.8,0.000, 90.0,  0.0,  0.0, 959.5, 806.9, 959.5, 806.9,  0.744,  0.942,  1.660,  1.751
K2-194 b                      ,       ,  0.325,     39.7,0.000, 90.0,  0.0,  0.0, 798.6, 671.5, 798.6, 671.5,  1.016,  1.287,  2.259,  2.383
K2-195 b                      ,       ,  0.279,     15.9,0.000, 90.0,  0.0,  0.0, 937.7, 788.5, 937.7, 788.5,  0.729,  0.924,  1.632,  1.722
K2-195 c                      ,       ,  0.230,     28.5,0.000, 90.0,  0.0,  0.0, 770.8, 648.1, 770.8, 648.1,  0.729,  0.924,  1.632,  1.722
K2-196 b                      ,       ,  0.321,     48.3,0.000, 90.0,  0.0,  0.0, 823.5, 692.5, 823.5, 692.5,  1.245,  1.577,  2.763,  2.914
K2-197 b                      ,       ,  0.228,      8.4,0.000, 90.0,  0.0,  0.0,1103.7, 928.1,1103.7, 928.1,  0.676,  0.856,  1.515,  1.598
K2-198 b                      ,       ,  0.374,     17.0,0.000, 90.0,  0.0,  0.0, 751.2, 631.7, 751.2, 631.7,  0.480,  0.607,  1.090,  1.150
K2-198 c                      ,       ,  0.127,      3.4,0.000, 90.0,  0.0,  0.0,1290.7,1085.4,1290.7,1085.4,  0.480,  0.607,  1.090,  1.150
K2-198 d                      ,       ,  0.218,      7.5,0.000, 90.0,  0.0,  0.0, 989.8, 832.3, 989.8, 832.3,  0.480,  0.607,  1.090,  1.150
K2-199 b                      ,       ,  0.167,      3.2,0.000, 90.0,  0.0,  0.0,1120.0, 941.8,1120.0, 941.8,  0.350,  0.443,  0.815,  0.859
K2-199 c                      ,       ,  0.248,      7.4,0.000, 90.0,  0.0,  0.0, 850.3, 715.0, 850.3, 715.0,  0.350,  0.443,  0.815,  0.859
K2-19 b                       ,       ,  0.691,      7.9,0.000, 90.0,  0.0,  0.0,1061.4, 892.5,1061.4, 892.5,  0.582,  0.737,  1.313,  1.385
K2-19 c                       ,       ,  0.434,     11.9,0.000, 90.0,  0.0,  0.0, 926.5, 779.1, 926.5, 779.1,  0.582,  0.737,  1.313,  1.385
K2-19 d                       ,       ,  0.102,      2.5,0.000, 90.0,  0.0,  0.0,1556.7,1309.0,1556.7,1309.0,  0.582,  0.737,  1.313,  1.385
K2-200 b                      ,       ,  0.122,      2.8,0.000, 90.0,  0.0,  0.0,1378.8,1159.4,1378.8,1159.4,  0.502,  0.636,  1.140,  1.203
K2-201 b                      ,       ,  0.125,      1.1,0.000, 90.0,  0.0,  0.0,2090.9,1758.2,2090.9,1758.2,  0.610,  0.772,  1.373,  1.448
K2-201 c                      ,       ,  0.293,     22.8,0.000, 90.0,  0.0,  0.0, 752.0, 632.4, 752.0, 632.4,  0.610,  0.772,  1.373,  1.448
K2-202 b                      ,       ,  0.205,      3.4,0.000, 90.0,  0.0,  0.0,1434.3,1206.1,1434.3,1206.1,  0.627,  0.795,  1.413,  1.491
K2-203 b                      ,       ,  0.122,      9.7,0.000, 90.0,  0.0,  0.0, 871.4, 732.8, 871.4, 732.8,  0.446,  0.565,  1.022,  1.078
K2-204 b                      ,       ,  0.272,      7.1,0.000, 90.0,  0.0,  0.0,1333.7,1121.5,1333.7,1121.5,  0.880,  1.115,  1.967,  2.075
